google.com;['142.250.184.238', '142.250.184.238'];2;168443000;['2a00:1450:4016:80a::200e', '2a00:1450:4016:80a::200e'];2;168099000
youtube.com;['142.251.37.14', '142.251.37.14'];2;167938000;['2a00:1450:4016:80b::200e', '2a00:1450:4016:80b::200e'];2;167809000
tmall.com;['140.205.94.193', '140.205.94.193', '140.205.130.99', '140.205.130.99'];4;1435312000;[];0;0
qq.com;['203.205.254.157', '61.129.7.47', '123.151.137.18', '123.151.137.18', '183.3.226.35', '183.3.226.35', '203.205.254.157', '61.129.7.47'];8;1454749000;[];0;0
baidu.com;['220.181.38.148', '220.181.38.148', '220.181.38.251', '220.181.38.251'];4;0;[];0;0
sohu.com;['211.159.191.77', '211.159.191.77'];2;530058000;[];0;0
facebook.com;['69.171.250.35', '69.171.250.35'];2;167224000;['2a03:2880:f1ff:83:face:b00c:0:25de', '2a03:2880:f1ff:83:face:b00c:0:25de'];2;167103000
taobao.com;['140.205.220.96', '140.205.220.96', '140.205.94.189', '140.205.94.189'];4;1406083000;[];0;0
360.cn;['36.99.170.84', '36.99.170.84', '36.110.213.10', '36.110.213.10'];4;1509063000;[];0;0
jd.com;['211.144.24.218', '111.13.149.108', '211.144.27.126', '211.144.27.126', '118.193.98.63', '118.193.98.63', '211.144.24.218', '111.13.149.108'];8;1425245000;[];0;0
amazon.com;['176.32.103.205', '176.32.103.205', '205.251.242.103', '205.251.242.103', '54.239.28.85', '54.239.28.85'];6;417793000;[];0;0
yahoo.com;['74.6.231.20', '74.6.231.21', '74.6.231.21', '74.6.143.25', '98.137.11.163', '98.137.11.164', '74.6.143.26', '74.6.231.20', '98.137.11.164', '74.6.143.25', '98.137.11.163', '74.6.143.26'];12;503494000;['2001:4998:124:1507::f001', '2001:4998:124:1507::f001', '2001:4998:44:3507::8000', '2001:4998:124:1507::f000', '2001:4998:124:1507::f000', '2001:4998:44:3507::8000', '2001:4998:44:3507::8001', '2001:4998:44:3507::8001', '2001:4998:24:120d::1:1', '2001:4998:24:120d::1:1', '2001:4998:24:120d::1:0', '2001:4998:24:120d::1:0'];12;454881000
weibo.com;['36.51.254.228', '36.51.254.228', '36.51.254.229', '36.51.254.229'];4;1446341000;[];0;0
sina.com.cn;['49.7.37.133', '49.7.37.133', '123.125.104.150', '123.125.104.150', '123.126.45.205', '123.126.45.205'];6;528899000;[];0;0
wikipedia.org;['91.198.174.192', '91.198.174.192'];2;185006000;['2620:0:862:ed1a::1', '2620:0:862:ed1a::1'];2;164719000
xinhuanet.com;['202.108.119.194', '202.108.119.194', '202.108.119.193', '202.108.119.193'];4;1413261000;[];0;0
netflix.com;['54.170.196.176', '54.170.196.176', '54.246.79.9', '54.246.79.9', '52.214.181.141', '52.214.181.141'];6;241308000;['2a05:d018:76c:b683:a2cd:4240:8669:6d4', '2a05:d018:76c:b683:a2cd:4240:8669:6d4', '2a05:d018:76c:b684:8ab7:ac02:667b:e863', '2a05:d018:76c:b684:8ab7:ac02:667b:e863', '2a05:d018:76c:b685:e8ab:afd3:af51:3aed', '2a05:d018:76c:b685:e8ab:afd3:af51:3aed'];6;241220000
reddit.com;['151.101.1.140', '151.101.65.140', '151.101.129.140', '151.101.129.140', '151.101.193.140', '151.101.193.140', '151.101.1.140', '151.101.65.140'];8;164204000;[];0;0
live.com;['204.79.197.212', '204.79.197.212'];2;164130000;[];0;0
instagram.com;['31.13.88.174', '31.13.88.174'];2;1250968000;['2a03:2880:f212:e5:face:b00c:0:4420', '2a03:2880:f212:e5:face:b00c:0:4420'];2;452486000
bing.com;['204.79.197.200', '204.79.197.200', '13.107.21.200', '13.107.21.200'];4;163827000;['2620:1ec:c11::200', '2620:1ec:c11::200'];2;163656000
alipay.com;['110.75.129.5', '110.75.129.5', '110.75.139.5', '110.75.139.5'];4;1422054000;[];0;0
google.com.hk;['142.251.36.195', '142.251.36.195'];2;211574000;['2a00:1450:4016:809::2003', '2a00:1450:4016:809::2003'];2;183795000
panda.tv;['185.199.111.153', '185.199.111.153'];2;163279000;[];0;0
zhanqi.tv;['112.124.44.92', '112.124.44.92'];2;1401447000;[];0;0
vk.com;['87.240.190.78', '87.240.190.67', '87.240.190.78', '87.240.190.67', '87.240.139.194', '87.240.139.194', '93.186.225.208', '87.240.190.72', '87.240.190.72', '87.240.137.158', '87.240.137.158', '93.186.225.208'];12;339462000;[];0;0
canva.com;['104.17.114.17', '104.17.115.17', '104.17.115.17', '104.17.114.17'];4;162949000;['2606:4700::6811:7211', '2606:4700::6811:7211', '2606:4700::6811:7311', '2606:4700::6811:7311'];4;162831000
zoom.us;['52.202.62.235', '52.202.62.235'];2;451150000;[];0;0
csdn.net;['39.106.226.142', '39.106.226.142'];2;2358787000;[];0;0
microsoft.com;['40.113.200.201', '13.77.161.179', '13.77.161.179', '40.112.72.205', '40.112.72.205', '40.76.4.15', '40.76.4.15', '104.215.148.63', '40.113.200.201', '104.215.148.63'];10;513745000;[];0;0
yahoo.co.jp;['182.22.25.124', '182.22.16.251', '183.79.217.124', '182.22.25.124', '182.22.16.251', '183.79.250.251', '183.79.250.251', '182.22.28.252', '183.79.219.252', '183.79.219.252', '183.79.250.123', '182.22.28.252', '183.79.217.124', '183.79.250.123'];14;1442618000;[];0;0
myshopify.com;['23.227.38.32', '23.227.38.32'];2;162245000;[];0;0
twitch.tv;['151.101.130.167', '151.101.2.167', '151.101.66.167', '151.101.66.167', '151.101.194.167', '151.101.194.167', '151.101.130.167', '151.101.2.167'];8;162176000;[];0;0
bongacams.com;['195.85.23.88', '195.85.23.88', '195.85.23.89', '195.85.23.89'];4;162057000;[];0;0
tianya.cn;['124.225.206.22', '124.225.206.22'];2;1419368000;[];0;0
twitter.com;['104.244.42.129', '104.244.42.129', '104.244.42.1', '104.244.42.1'];4;182336000;[];0;0
aparat.com;['185.147.178.12', '185.147.178.13', '185.147.178.11', '185.147.178.11', '185.147.178.14', '185.147.178.14', '185.147.178.12', '185.147.178.13'];8;238446000;[];0;0
okezone.com;['104.22.49.68', '104.22.49.68', '172.67.41.152', '172.67.41.152', '104.22.48.68', '104.22.48.68'];6;238064000;['2606:4700:10::ac43:2998', '2606:4700:10::ac43:2998', '2606:4700:10::6816:3144', '2606:4700:10::6816:3144', '2606:4700:10::6816:3044', '2606:4700:10::6816:3044'];6;161593000
office.com;['13.107.6.156', '13.107.6.156'];2;238318000;['2620:1ec:a92::156', '2620:1ec:a92::156'];2;237738000
naver.com;['125.209.222.141', '223.130.195.200', '125.209.222.142', '125.209.222.142', '223.130.195.95', '223.130.195.95', '125.209.222.141', '223.130.195.200'];8;1449326000;[];0;0
amazon.in;['54.239.33.92', '54.239.33.92', '52.95.120.67', '52.95.120.67', '52.95.116.115', '52.95.116.115'];6;265715000;[];0;0
ebay.com;['64.4.253.77', '216.113.181.253', '64.4.253.77', '216.113.181.253', '209.140.148.143', '209.140.148.143', '66.211.172.37', '216.113.179.53', '216.113.179.53', '66.211.175.229', '66.211.175.229', '66.211.172.37'];12;1354297000;[];0;0
amazon.co.jp;['52.119.161.5', '52.119.161.5', '52.119.168.48', '52.119.168.48', '52.119.164.121', '52.119.164.121'];6;2370820000;[];0;0
aliexpress.com;['47.254.177.101', '47.254.177.101'];2;264835000;[];0;0
so.com;['104.192.110.226', '104.192.110.226'];2;1365226000;[];0;0
chaturbate.com;['104.18.100.40', '104.18.101.40', '104.18.101.40', '104.18.100.40'];4;208710000;['2606:4700::6812:6428', '2606:4700::6812:6428', '2606:4700::6812:6528', '2606:4700::6812:6528'];4;208587000
apple.com;['17.253.144.10', '17.253.144.10'];2;208753000;[];0;0
yandex.ru;['5.255.255.77', '5.255.255.70', '5.255.255.70', '77.88.55.66', '5.255.255.77', '77.88.55.70', '77.88.55.66', '77.88.55.70'];8;336229000;['2a02:6b8:a::a', '2a02:6b8:a::a'];2;336308000
huanqiu.com;['49.51.65.59', '49.51.65.59', '49.51.65.59', '49.51.65.59'];4;1296707000;[];0;0
yy.com;['163.177.156.228', '103.227.121.100', '163.177.156.228', '103.227.121.100', '221.228.79.225', '221.228.79.225', '14.17.109.66', '120.195.158.46', '120.195.158.46', '183.240.168.210', '183.240.168.210', '14.17.109.66'];12;1439363000;[];0;0
adobe.com;['2.19.213.64', '2.19.213.64', '2.19.213.18', '2.19.213.18'];4;208190000;[];0;0
coinmarketcap.com;['104.17.138.178', '104.17.140.178', '104.17.140.178', '104.17.141.178', '104.17.141.178', '104.17.137.178', '104.17.137.178', '104.17.139.178', '104.17.138.178', '104.17.139.178'];10;208212000;[];0;0
linkedin.com;['13.107.42.14', '13.107.42.14'];2;263590000;['2620:1ec:21::14', '2620:1ec:21::14'];2;208007000
microsoftonline.com;[];0;0;[];0;0
msn.com;['13.82.28.61', '13.82.28.61'];2;3152851000;[];0;0
ok.ru;['217.20.155.13', '217.20.155.13', '5.61.23.11', '5.61.23.11', '217.20.147.1', '217.20.147.1'];6;424200000;[];0;0
17ok.com;['120.133.17.148', '120.133.17.148'];2;0;[];0;0
whatsapp.com;['69.171.250.60', '69.171.250.60'];2;207576000;['2a03:2880:f2ff:c0:face:b00c:0:167', '2a03:2880:f2ff:c0:face:b00c:0:167'];2;263504000
wordpress.com;['192.0.78.9', '192.0.78.9', '192.0.78.17', '192.0.78.17'];4;263401000;[];0;0
mail.ru;['217.69.139.200', '217.69.139.202', '217.69.139.202', '94.100.180.201', '217.69.139.200', '94.100.180.200', '94.100.180.201', '94.100.180.200'];8;423596000;['2a00:1148:db00:0:b0b0::1', '2a00:1148:db00:0:b0b0::1'];2;371386000
xvideos.com;['185.88.181.8', '185.88.181.11', '185.88.181.4', '185.88.181.9', '185.88.181.7', '185.88.181.5', '185.88.181.8', '185.88.181.11', '185.88.181.3', '185.88.181.3', '185.88.181.2', '185.88.181.10', '185.88.181.6', '185.88.181.4', '185.88.181.7', '185.88.181.6', '185.88.181.9', '185.88.181.2', '185.88.181.5', '185.88.181.10'];20;263071000;[];0;0
google.co.in;['142.251.36.227', '142.251.36.227'];2;290946000;['2a00:1450:4016:80a::2003', '2a00:1450:4016:80a::2003'];2;291099000
imdb.com;['52.94.225.248', '52.94.225.248', '52.94.237.74', '52.94.237.74', '52.94.228.167', '52.94.228.167'];6;1244722000;[];0;0
xhamster.com;['104.18.156.3', '104.18.155.3', '104.18.156.3', '104.18.155.3'];4;322449000;['2606:4700::6812:9c03', '2606:4700::6812:9c03', '2606:4700::6812:9b03', '2606:4700::6812:9b03'];4;234277000
pornhub.com;['66.254.114.41', '66.254.114.41'];2;262370000;[];0;0
tiktok.com;['103.136.221.164', '103.136.220.181', '103.136.221.168', '103.136.221.168', '103.136.220.180', '103.136.220.180', '103.136.221.164', '103.136.220.181'];8;1455007000;[];0;0
etsy.com;['151.101.193.224', '151.101.65.224', '151.101.1.224', '151.101.1.224', '151.101.129.224', '151.101.129.224', '151.101.193.224', '151.101.65.224'];8;261521000;[];0;0
rakuten.co.jp;['133.237.16.234', '133.237.16.234'];2;3300073000;[];0;0
indeed.com;['169.45.207.200', '169.45.207.200'];2;494531000;[];0;0
tradingview.com;['35.83.127.50', '35.83.127.50'];2;1384753000;[];0;0
google.com.br;['142.251.36.163', '142.251.36.163'];2;290200000;['2a00:1450:4016:808::2003', '2a00:1450:4016:808::2003'];2;290221000
